ID,Name,Title,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Description,Features,Applications,Specifications,Technical Details,Image URL,PDF Links
"r-os8","R-OS8 – NON-HAZARDOUS, HIGH STRENGTH, SINGLE PART MOISTURE CURE HYBRID POLYMER","R-OS8 – NON-HAZARDOUS, HIGH STRENGTH, SINGLE PART MOISTURE CURE HYBRID POLYMER","SEAL","Resin","Epoxy","High","insulation","ForzaSEAL™ R-OS8 is a premium, non-hazardous, single-part, moisturecure, hybrid polymer sealant.","Non-Hazardous; High Strength; Moisture Cure; Hybrid Polymer","Insulation Sealing; Structural Sealing; Industrial Sealing; Construction Sealing","type: Single Part Moisture Cure Hybrid Polymer; viscosity: 200,000-400,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass, Foam","density: 1.4 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/r-os8.png","/TDS/6. Insulation/R-OS8 (OS2)/TDS/FOR EMAIL FORZA_V3_R-OS8_TDS Insulation Sausage_1_28_25.pdf; /TDS/6. Insulation/R-OS8 (OS2)/TDS/FORZA_V3_R-OS8_TDS Insulation Sausage_1_28_25.pdf; /TDS/6. Insulation/R-OS84 (OS35)/TDS/FOR EMAIL FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf; /TDS/6. Insulation/R-OS84 (OS35)/TDS/FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf"
"r-os84","R-OS84 – SINGLE-COMPONENT SILICONE SEALANT","R-OS84 – SINGLE-COMPONENT SILICONE SEALANT","SEAL","Adhesive","Epoxy","High","insulation","ForzaSEAL™ R-OS84 is a single component cure, with outstanding Adhesive/Sealingproperties.","Single-Component; Silicone; High Performance; Weather Resistant","Insulation Sealing; Structural Sealing; Industrial Sealing; Construction Sealing","type: Single-Component Silicone Sealant; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass, Foam","density: 1.2 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/r-os84.png","/TDS/6. Insulation/R-OS84 (OS35)/TDS/FOR EMAIL FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf; /TDS/6. Insulation/R-OS84 (OS35)/TDS/FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf"
"r-t600","R-T600 – THERMAL-BREAK FOAM TAPE","R-T600 – THERMAL-BREAK FOAM TAPE","TAPE","Adhesive","Epoxy","High","insulation","ForzaTAPE™ R-T600 is a low density foam reverse-wound single-sided thermal break tape.","Thermal Break; Foam Cushioning; Insulation Grade; Pressure Sensitive","Thermal Break; Insulation Bonding; Industrial Assembly; Construction Bonding","type: Thermal-Break Foam Tape; thickness: 0.125"" - 0.250""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Foam","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 40+ oz/in; shearStrength: 80+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/r-t600.png","/TDS/6. Insulation/R-T600 (T305)/FOR EMAIL FORZA _V2_R-T600_TDSTape_9.9.24.pdf; /TDS/6. Insulation/R-T600 (T305)/FORZA _V2_R-T600_TDSTape_9.9.24.pdf"
"r-t620","R-T620 – LOW DENSITY, REVERSE WOUND, PVS, SINGLE SIDED THERMAL TAPE","R-T620 – LOW DENSITY, REVERSE WOUND, PVS, SINGLE SIDED THERMAL TAPE","TAPE","Adhesive","Epoxy","High","insulation","ForzaTAPE™ R-T620 is a low density foam reverse-wound single-sided thermal break tape.","Low Density; Reverse Wound; PVS; Thermal Management","Thermal Management; Insulation Bonding; Industrial Assembly; Construction Bonding","type: Single Sided Thermal Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Foam","adhesiveType: Acrylic; foamType: Low Density; peelStrength: 35+ oz/in; shearStrength: 70+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/r-t620.png","/TDS/6. Insulation/R-T620 (T310)/FOR EMAIL FORZA _V2_R-T620_TDSTape_9.9.24.pdf; /TDS/6. Insulation/R-T620 (T310)/FORZA _V2_R-T620_TDSTape_9.9.24.pdf"
"r-t860","R-T860 – COLD TEMPERATURE DOUBLE COATED TAPE","R-T860 –  COLD TEMPERATURE DOUBLE COATED TAPE","TAPE","Adhesive","Epoxy","High","insulation","ForzaTAPE™ R-T860 is a cold temp double coated tape that bonds exceptionally well in cold, and wet conditions.","Cold Temperature; Double Coated; High Performance; Pressure Sensitive","Cold Temperature Bonding; Insulation Bonding; Industrial Assembly; Construction Bonding","type: Cold Temperature Double Coated Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -60°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Foam","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 45+ oz/in; shearStrength: 85+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/r-t860.png","/TDS/6. Insulation/R-T860 (T715)/FOR EMAIL FORZA _V2_R-T860_TDSTape_9.9.24.pdf; /TDS/6. Insulation/R-T860 (T715)/FORZA _V2_R-T860_TDSTape_9.9.24.pdf"
"ic932","IC932 – NON FLAMMABLE NON-METHYLENE CHLORIDE CONTACT ADHESIVE","IC932 – NON FLAMMABLE NON-METHYLENE CHLORIDE CONTACT ADHESIVE","BOND","Adhesive","Epoxy","Low","construction","ForzaBOND™ IC932 is a non-flammable, non-methylene chloride contact adhesive.","Non-Flammable; Safe Handling; Contact Adhesive; Chemical Resistant","Industrial Assembly; Equipment Bonding; Manufacturing; General Bonding","type: Non-Flammable Contact Adhesive; viscosity: 800-1200 cps; solids: 25-30%; flashPoint: Non-Flammable; potLife: 8 hours; cureTime: 24-48 hours; temperatureRange: -20°F to +160°F; Compatible with: Metal, Plastic, Wood, Fabric, Glass, Ceramic","density: 8.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Blue; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container closed","/product-images/ic932.png","/TDS/1. Industrial/IC932/TDS/EMAIL FORZA_V10_IC932_TDS Industrial Canister_5.13.25.pdf; /TDS/1. Industrial/IC932/TDS/FORZA_V10_IC932_TDS Industrial Canister_5.13.25.pdf; /TDS/2. Marine/MC722 (IC932)/TDS/FOR EMAIL FORZA_V11_MC722_TDS Industrial Canister_Aerosol 5.14.25.pdf; /TDS/2. Marine/MC722 (IC932)/TDS/FORZA_V11_MC722_TDS Industrial Canister_Aerosol 5.14.25.pdf; /TDS/3. Transportation/TC452 (IC932)/TDS/FOR EMAIL FORZA_V8_TC452_TDS Industrial Canister_5.14.25.pdf; /TDS/3. Transportation/TC452 (IC932)/TDS/FORZA_V8_TC452_TDS Industrial Canister_5.14.25.pdf; /TDS/6. Insulation/RC862 (IC932)/TDS/FOR EMAIL FORZA_V3_RC862_TDS Insulation Canister_5.14.25.pdf; /TDS/6. Insulation/RC862 (IC932)/TDS/FORZA_V3_RC862_TDS Insulation Canister_5.14.25.pdf; /TDS/7. Construction/CC513 (IC932)/TDS/FOR EMAIL FORZA_V2_CC513_TDSConstructionCanister_5.14.25.pdf; /TDS/7. Construction/CC513 (IC932)/TDS/FORZA_V2_CC513_TDSConstructionCanister_5.14.25.pdf"
"ic947","IC947 – HIGH-TEMP STYRENE-SAFE PRESSURE SENSITIVE ADHESIVE","IC947 – HIGH-TEMP STYRENE-SAFE PRESSURE SENSITIVE ADHESIVE","BOND","Adhesive","Epoxy","Low","construction","ForzaBOND™ IC947 is a high solid, very fast drying, pressure sensitive adhesive.","High-Temperature; Styrene Safe; Pressure Sensitive; High Performance","High-Temperature Industrial Assembly; Equipment Bonding; Manufacturing; General Bonding","type: High-Temperature Styrene-Safe Pressure Sensitive Adhesive; viscosity: 1800-2500 cps; solids: 40-45%; flashPoint: >200°F; potLife: 3 hours; cureTime: 6-12 hours; temperatureRange: -20°F to +200°F; Compatible with: Metal, Plastic, Wood, Fabric, Glass, Ceramic","density: 9.5 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/ic947.png","/TDS/1. Industrial/IC947/TDS/FOR EMAIL FORZA_V10_IC947_TDS Industrial Canister_5.20.2025.pdf; /TDS/1. Industrial/IC947/TDS/FORZA_V10_IC947_TDS Industrial Canister_5.20.2025.pdf; /TDS/2. Marine/MC737 (IC947)/TDS/FOR EMAIL FORZA_V10_MC737_TDS Industrial Canister_Aerosol 1_3_24.pdf; /TDS/2. Marine/MC737 (IC947)/TDS/FORZA_V10_MC737_TDS Industrial Canister_Aerosol 1_3_24.pdf; /TDS/3. Transportation/TC467 (IC947)/TDS/FOR EMAIL FORZA_V7_TC467_TDS Industrial Canister_Aerosol 1_3_24.pdf; /TDS/6. Insulation/RC887 (IC947)/TDS/FOR EMAIL FORZA_V2_RC887_TDS Insulation Canister_9.5.2024.pdf; /TDS/6. Insulation/RC887 (IC947)/TDS/FORZA_V2_RC887_TDS Insulation Canister_9.5.2024.pdf; /TDS/7. Construction/CC507 (IC947)/TDS/FOR EMAIL FORZA_V1_CC507_TDS Construction Canister_1_3_24.pdf; /TDS/7. Construction/CC507 (IC947)/TDS/FORZA_V1_CC507_TDS Construction Canister_1_3_24.pdf"
"81-0389","81-0389 – HIGH PERFORMANCE NEOPRENE CONTACT ADHESIVE","81-0389 HIGH PERFORMANCE NEOPRENE CONTACT ADHESIVE","BOND","Adhesive","Unknown","Low","construction","ForzaBOND™ 81-0389 is a high-performance neoprene contact adhesive with good initial tack, and high heat resistance.","High Performance; Neoprene; Contact Adhesive; Chemical Resistant","Industrial Assembly; Equipment Bonding; Manufacturing; General Bonding","type: High Performance Neoprene Contact Adhesive; viscosity: 2000-3000 cps; solids: 35-40%; flashPoint: >180°F; potLife: 4 hours; cureTime: 6-12 hours; temperatureRange: -20°F to +180°F; Compatible with: Metal, Plastic, Wood, Fabric, Glass, Ceramic","density: 9.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/81-0389.png","/TDS/1. Industrial/81-0389/TDS/FOR EMAIL FORZA _V7_81-0389_TDS Industrial Canister_Aerosol8.29.24.pdf; /TDS/1. Industrial/81-0389/TDS/FORZA _V7_81-0389_TDS Industrial Canister_Aerosol8.29.24.pdf; /TDS/2. Marine/M-C285 (81-0389)/TDS/FOR EMAIL FORZA _V3_M-C285_TDS_Marine_2.14.2025.pdf; /TDS/3. Transportation/T-C485 (81-0389)/TDS/FOR EMAIL FORZA _V3_T-C485_TDSTransportation_Pail_8.5.24.pdf"
"oa12","OA12 – HIGH GREEN STRENGTH MOUNTING ADHESIVE","OA12 – HIGH GREEN STRENGTH MOUNTING ADHESIVE","BOND","Adhesive","Modified Silane (MS Polymer/ Hybrid Polymer)","Medium","construction","ForzaBOND® OA12 is a High Green Strength Mounting Adhesive.","High Green Strength; Mounting Adhesive; Fast Cure; High Performance","Industrial Mounting; Equipment Assembly; Manufacturing; General Bonding","type: High Green Strength Mounting Adhesive; viscosity: 300,000-500,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 2-4 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.5 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/oa12.png","/TDS/1. Industrial/OA12/TDS/FOR EMAIL FORZA_V6_OA12_TDS Industrial Sausage_1_31_24.pdf; /TDS/1. Industrial/OA12/TDS/FORZA_V6_OA12_TDS Industrial Sausage_1_31_24.pdf; /TDS/7. Construction/C-OA52 (OA12)/TDS/FOR EMAIL FORZA_V1_C-OA52_TDS Industrial Sausage_1_31_24.pdf; /TDS/7. Construction/C-OA52 (OA12)/TDS/FORZA_V1_C-OA52_TDS Industrial Sausage_1_31_24.pdf"
"oa13","OA13 – HIGH GREEN STRENGTH MOUNTING ADHESIVE","OA13 HIGH GREEN STRENGTH MOUNTING ADHESIVE","BOND","Adhesive","Modified Silane (MS Polymer/ Hybrid Polymer)","Medium","construction","ForzaBOND™ OA13 is a High Green Strength Mounting Adhesive.","High Green Strength; Mounting Adhesive; Fast Cure; High Performance","Industrial Mounting; Equipment Assembly; Manufacturing; General Bonding","type: High Green Strength Mounting Adhesive; viscosity: 300,000-500,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 2-4 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.5 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/oa13.png","/TDS/1. Industrial/OA13/TDS/FOR EMAIL FORZA_V2_OA13_TDS Industrial_06.20.2024.pdf; /TDS/1. Industrial/OA13/TDS/FORZA_V2_OA13_TDS Industrial_06.20.2024.pdf; /TDS/3. Transportation/T-OA177(OA13)/TDS/FOR EMAIL FORZA_V6_T-OA177_TDS Transportation_06.20.2024.pdf"
"oa23","OA23 – HYBRID POLYMER FAST GRAB ADHESIVE","OA23-HYBRID POLYMER FAST GRAB ADHESIVE","BOND","Adhesive","Modified Silane (MS Polymer/ Hybrid Polymer)","Medium","construction","ForzaBOND™ OA23 is a High Green Strength Mounting Adhesive.","Fast Grab; Hybrid Polymer; Immediate Bonding; High Performance","Industrial Assembly; Equipment Bonding; Manufacturing; Fast Bonding","type: Hybrid Polymer Fast Grab Adhesive; viscosity: 400,000-600,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 20 minutes; cureTime: 1-2 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.6 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/oa23.png",""
"ca1000","CA1000 – INSTANT ADHESIVE","CA1000 INSTANT ADHESIVE","BOND","Adhesive","Unknown","Low","construction","ForzaBOND® CA1000 is a medium-to-high viscosity surface-insensitive instant adhesive.","Instant; Fast Cure; High Performance; Quick Bonding","Instant Industrial Assembly; Quick Repairs; Manufacturing; Fast Bonding","type: Instant Adhesive; viscosity: 1-10 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: Immediate; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Ceramic","density: 1.1 g/cm³; pH: Neutral; color: Clear; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/ca1000.png","/TDS/1. Industrial/A1000/TDS/FOR EMAIL FORZA_V2_A1000_TDS Industrial Tote_5.30.24.pdf; /TDS/1. Industrial/A1000/TDS/FORZA_V2_A1000_TDS Industrial Tote_5.30.24.pdf; /TDS/1. Industrial/CA1000/TDS/FORZA _V1_CA1000_TDS_IndustrialInstant Adhesive_4.30.2025.pdf"
"ca1500","CA1500 – INSTANT ADHESIVE","CA1500 INSTANT ADHESIVE","BOND","Adhesive","Unknown","Low","construction","ForzaBOND® CA1500 is a high viscosity surface-insensitive instant adhesive.","Instant; Fast Cure; High Performance; Quick Bonding","Instant Industrial Assembly; Quick Repairs; Manufacturing; Fast Bonding","type: Instant Adhesive; viscosity: 1-10 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: Immediate; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Ceramic","density: 1.1 g/cm³; pH: Neutral; color: Clear; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/ca1500.png","/TDS/1. Industrial/CA1500/TDS/FORZA _V1_CA1500_TDS_IndustrialInstant Adhesive_4.30.2025.pdf"
"ca2400","CA2400 – INSTANT ADHESIVE","CA2400 – INSTANT ADHESIVE","BOND","Adhesive","Unknown","Low","construction","ForzaBOND® CA2400 is a high viscosity surface-insensitive instant adhesive.","Instant; Fast Cure; High Performance; Quick Bonding","Instant Industrial Assembly; Quick Repairs; Manufacturing; Fast Bonding","type: Instant Adhesive; viscosity: 1-10 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: Immediate; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Ceramic","density: 1.1 g/cm³; pH: Neutral; color: Clear; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/ca2400.png","/TDS/1. Industrial/CA2400/TDS/FORZA _V1_CA2400_TDS_IndustrialInstant Adhesive_4.30.2025.pdf"
"os2","OS2 – MULTI-PURPOSE HYBRID POLYMER SEALANT","OS2 – MULTI-PURPOSE HYBRID POLYMER SEALANT","SEAL","Sealant","Silicone","Medium","construction","ForzaSEAL™ OS2 is a non-hazardous, moisture-cure sealant.","Multi-Purpose; Hybrid Polymer; High Performance; Versatile","Industrial Sealing; Equipment Sealing; Manufacturing; General Sealing","type: Multi-Purpose Hybrid Polymer Sealant; viscosity: 100,000-200,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.3 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os2.png","/TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS20/TDS/FOR EMAIL FORZA_V3_OS20_TDS Industrial Sausage_5.16.25.pdf; /TDS/1. Industrial/OS20/TDS/FORZA_V3_OS20_TDS Industrial Sausage_5.16.25.pdf; /TDS/1. Industrial/OS24/TDS/FOR EMAIL FORZA_V6_OS24_TDS Industrial Sausage_4_16_24.pdf; /TDS/1. Industrial/OS24/TDS/FORZA_V6_OS24_TDS Industrial Sausage_4_16_24.pdf; /TDS/1. Industrial/OS25/TDS/FOR EMAIL FORZA_V1_OS25_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS25/TDS/FORZA_V1_OS25_TDS Industrial Polymer_5.6.25.pdf; /TDS/2. Marine/M-OS764 (OS24)/TDS/FOR EMAIL FORZA_V4_M-OS764_TDS Industrial Canister_Aerosol 4_10_24.pdf; /TDS/2. Marine/M-OS764 (OS24)/TDS/FORZA_V4_M-OS764_TDS Industrial Canister_Aerosol 4_10_24.pdf; /TDS/2. Marine/M-OS789 (OS2)/TDS/FOR EMAIL FORZA_V7_M-OS789_TDS Industrial Sausage_1_31_24.pdf; /TDS/2. Marine/M-OS789 (OS2)/TDS/FORZA_V7_M-OS789_TDS Industrial Sausage_1_31_24.pdf; /TDS/3. Transportation/T-OA152 (OS24)/TDS/FOR EMAIL FORZA_V5_T-OA152_TDS Industrial Canister_Aerosol 4_16_24.pdf; /TDS/3. Transportation/T-OS151 (OS2)/TDS/FOR EMAIL FORZA_V6_T-OS151_TDS_1_31_24.pdf; /TDS/6. Insulation/R-OS8 (OS2)/TDS/FOR EMAIL FORZA_V3_R-OS8_TDS Insulation Sausage_1_28_25.pdf; /TDS/6. Insulation/R-OS8 (OS2)/TDS/FORZA_V3_R-OS8_TDS Insulation Sausage_1_28_25.pdf; /TDS/7. Construction/C-OA98 (OS24)/TDS/FOR EMAIL FORZA_V1_C-OA98_TDS_Construction_Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OA98 (OS24)/TDS/FORZA_V1_C-OA98_TDS_Construction_Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OS9 (OS2)/TDS/FOR EMAIL FORZA_V1_C-OS9_TDS Construction Sausage_1_31_24.pdf; /TDS/7. Construction/C-OS9 (OS2)/TDS/FORZA_V1_C-OS9_TDS Construction Sausage_1_31_24.pdf"
"os10","OS10 – PERFORMANCE POLYMER","OS10 – PERFORMANCE POLYMER","SEAL","Sealant","Silicone","Medium","construction","ForzaSEAL® OS10 is a is a non-hazardous, California compliant, high strength, single part moisture cure sealant.","Performance Polymer; High Performance; Versatile; Industrial Grade","High-Performance Industrial Sealing; Equipment Sealing; Manufacturing; General Sealing","type: Performance Polymer Sealant; viscosity: 150,000-300,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.4 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os10.png","/TDS/1. Industrial/OS10/TDS/FOR EMAIL FORZA_V1_OS10_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS10/TDS/FORZA_V1_OS10_TDS Industrial Polymer_5.6.25.pdf"
"os20","OS20 – HIGH-STRENGTH HYBRID POLYMER ADHESIVE/SEALANT","OS20 HIGH-STRENGTH HYBRID POLYMER ADHESIVE/SEALANT","SEAL","Adhesive","Silicone","Medium","construction","ForzaBOND™ OS20 is a non-hazardous, high strength, single part sealant.","High Strength; Hybrid Polymer; Adhesive/Sealant; High Performance","High-Strength Industrial Sealing; Equipment Sealing; Manufacturing; Adhesive/Sealant Applications","type: High-Strength Hybrid Polymer Adhesive/Sealant; viscosity: 300,000-500,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 45 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.5 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os20.png","/TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS20/TDS/FOR EMAIL FORZA_V3_OS20_TDS Industrial Sausage_5.16.25.pdf; /TDS/1. Industrial/OS20/TDS/FORZA_V3_OS20_TDS Industrial Sausage_5.16.25.pdf"
"os25","OS25 – LOW MODULUS PERFORMANCE POLYMER","OS25 – LOW MODULUS PERFORMANCE POLYMER","SEAL","Sealant","Silicone","Medium","construction","ForzaSEAL® OS25 is a very flexible, high performance polymer used to seal a variety of substrates.","Low Modulus; Performance Polymer; Flexible; High Performance","Flexible Industrial Sealing; Equipment Sealing; Manufacturing; General Sealing","type: Low Modulus Performance Polymer Sealant; viscosity: 100,000-200,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.3 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os25.png","/TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS25/TDS/FOR EMAIL FORZA_V1_OS25_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS25/TDS/FORZA_V1_OS25_TDS Industrial Polymer_5.6.25.pdf"
"os31","OS31 – SELF-LEVELING HYBRID POLYMER SEALANT","OS31 – SELF-LEVELING HYBRID POLYMER SEALANT","SEAL","Sealant","Silicone","High","construction","ForzaSEAL™ OS31 is a self leveling sealant.","Self-Leveling; Hybrid Polymer; Smooth Surface; High Performance","Self-Leveling Industrial Sealing; Equipment Sealing; Manufacturing; Smooth Surface Sealing","type: Self-Leveling Hybrid Polymer Sealant; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.2 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os31.png",""
"os35","OS35 – SINGLE COMPONENT SILICONE SEALANT","OS35 – NEUTRAL CURE OXIME SILICONE SEALANT","SEAL","Sealant","Silicone","Medium","construction","ForzaSEAL® OS35 is a one-part, low-odor, neutral-cure oxime silicone sealant formulated for high-moisture environments. It’s noncorrosive, mildew-resistant, and built to perform in demanding applications.","Single Component; Silicone; High Performance; Weather Resistant","Industrial Silicone Sealing; Equipment Sealing; Manufacturing; General Sealing","type: Single Component Silicone Sealant; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.2 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os35.png","/TDS/1. Industrial/OS35/TDS/FOR EMAIL FORZA _V1_OS35_TDS_IndustrialSealant_5.8.2025.pdf; /TDS/1. Industrial/OS35/TDS/FORZA _V1_OS35_TDS_IndustrialSealant_5.8.2025.pdf; /TDS/3. Transportation/T-OS164 (OS35)/TDS/FOR EMAIL FORZA _V5_T-OS164_TDS IndustrialSealant_6.4.24.pdf; /TDS/6. Insulation/R-OS84 (OS35)/TDS/FOR EMAIL FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf; /TDS/6. Insulation/R-OS84 (OS35)/TDS/FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf; /TDS/7. Construction/C-OS55 (OS35)/TDS/FOR EMAIL FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf; /TDS/7. Construction/C-OS55 (OS35)/TDS/FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf"
